id,text,sentiment
919,"Это для американцев является болезненным вопросом.",positive
920," Также сегодня во время встречи с Президентом Эрдоганом обсуждалась ли ситуация в Идлибе? ",neutral
921,"Вчера обменялись обстрелами сирийская и турецкая армии, эскалация дошла до новой точки пика.",positive
922,"Скажите, пожалуйста, как прошла встреча с Ангелой Меркель, обсуждали ли вы возобновление «нормандского формата», и если да, то что решили?",neutral
923,"и если да, то что решили?",positive
924,"Я позволю внутренний вопрос, хотя он и внешний, поскольку касается инвестиций в нашу страну.",positive
925," Во время Петербургского форума, несколько недель назад, развивалось в Москве дело Ивана Голунова, журналиста. ",neutral
926,"И благодаря Администрации Президента, но прежде всего обществу, удалось тогда остановить эту несправедливость со стороны силовых органов.",positive
927,"Сейчас, на фоне тоже экономического саммита, в Москве возбудили дело против владельца такой крупной автодилерской компании «Рольф» Сергея Петрова. ",neutral
928,"Вы его наверняка знаете, потому что он в прошлом политик и занимал даже место в Думе, такой конструктивный оппозиционер.",neutral
929," Возможно ли говорить о несправедливости в этом случае, в деле Сергея Петрова, раз мы видим такие прецеденты со стороны силовых органов? ",positive
930,"Можете ли Вы тоже взять на контроль это дело?",neutral
931,"Владимир Владимирович, просто Вы высказались довольно обширно по темам. ",positive
932,"А скажите, пожалуйста, в прошлый раз, когда Вы встречались с Дональдом Трампом, очень скоро американцы ввели новые санкции против России.",positive
933,"В этот раз Вы получили от Дональда Трампа, может быть, какие‑то, не знаю, обещания, что не будет новых санкций? ",negative
934,"Или Вы предполагаете",neutral
935," или, наоборот, Вы сейчас больше уверены, что не будет больше новых санкций?",neutral
936,"Только что в кулуарах саммита Эммануэль Макрон на мой вопрос, приедет ли он 9 мая в Москву, сказал что обязательно будет. ",neutral
937,"Есть ли внятный сигнал от Дональда Трампа о том, будет ли он,",neutral
938,"и кого Вы ещё позвали?",neutral
939,"Обсуждали ли Вы с Трампом «Северный поток»? ",neutral
940,"И пока Вы здесь были, в Японии, на саммите, к Вам же Зеленский обратился, записал обращение,",neutral
941,"был страшно взволнован, не требовал, а просил вернуть украинских моряков ",neutral
942,"и очень сильно ругал своего министра иностранных дел, сказал, что Климкин будто бы отверг предложение России прямо сейчас вернуть моряков. ",neutral
943,"Правда ли, мы готовы это сделать сейчас, если была такая нота от российского МИДа? ",neutral
944,"И правда ли, что нас в ПАСЕ вернули в обмен на обещание, что мы отпустим этих людей? ",negative
945,"Это тоже информация от Климкина.",positive
946,"Вы уже упомянули Ваше недавнее интервью The Financial Times. ",positive
947,"Оно так обширно цитировалось и получило широкое обсуждение, особенно в части Вашего отношения к либеральной идее.",neutral
948,"Были те, кто с этим согласен, те, кто с этим не согласен, даже известный певец Элтон Джон с Вами поспорил, обвинил Вас в неком двуличии. ",negative
949,"Говорили об этом интервью и здесь, на саммите, если не ошибаюсь, ",negative
950,"Туск, Юнкер, Макрон, по‑моему, с Вами даже об этом говорил.",neutral
951,"Вот Вам лично другие политики, другие лидеры выражали своё мнение, поддерживали Вас или, наоборот, спорили с Вами по поводу либеральной идеи?",neutral
